name,degree,EffectiveSize,Constraint,effciency,hierarhcy,degreeCentrality,closeness,Eigenvector,informationCentrality,betweenCentrality,size,ties,pairs,density,twostepReach,ReachEffic,Broker,nBrock,EgoBetw,nEgoBetw,nWeakComp,pWeakComp,number_of-nodes,number_of_edges,density,inwardlink,outwardlink,inward_type,outward_type,inward_cross,outward_cross,number_alllink,number_alltype,number_allcross,priority,hasComment,length,averfixtime_priority,all_open,7days_open,30days_open,halfYear_open,oneYear_open,all_fix,7days_fix,30days_fix,halfYear_fix,OneYear_fix,avefixtime,avefixtime_7day,avefixtime_30day,avefixtime_halfYear,avefixtime_OneYear,overall_popularity,recent_popularity,relative_popularity,reporter_mean_fix_time,open_bug_reporter,time_diff
SPARK-702,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,23,14.15150527,26,1,7,26,26,21,0,9,21,21,12.75221175,0,4.048806584,12.75221175,12.75221175,0.5,0.5,1,0.702114198,3,0.089212963
SPARK-712,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,634,11.50762731,26,0,3,26,26,22,0,4,22,22,12.1766209,0,1.066820023,12.1766209,12.1766209,0,0,0,0,0,127.7259722
SPARK-713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,39,13.41138462,27,1,4,27,27,22,0,4,22,22,12.1766209,0,1.066820023,12.1766209,12.1766209,0,0,0,0,0,0.42181713
SPARK-714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,64,13.41138462,28,2,5,28,28,22,0,4,22,22,12.1766209,0,1.066820023,12.1766209,12.1766209,0,0,0,0,1,3.381631944
SPARK-716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,103,12.31522652,27,1,2,27,27,24,2,3,24,24,11.32037953,1.901724537,1.297554012,11.32037953,11.32037953,1,1,1,1.901724537,0,264.9279398
SPARK-726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,41,12.31522652,26,0,2,26,26,26,2,4,26,26,19.09488114,112.3889005,57.1453125,19.09488114,19.09488114,0.411764706,0.411764706,1,57.6384623,10,1.919525463
SPARK-730,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,73,112.3889005,26,0,2,26,26,27,3,5,27,27,18.45875686,75.56577546,46.10015509,18.45875686,18.45875686,1,1,1,0.262673611,0,2.311979167
SPARK-733,1,0,0,0,1,1,1,0.999999005,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,1,0,1,0,0,0,1,1,0,3,1,142,11.84269465,26,0,1,26,26,28,1,5,28,28,17.88208623,2.311979167,46.4781875,17.88208623,17.88208623,0.444444444,0.444444444,1,50.6735952,10,641.9405556
SPARK-735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,99,11.84269465,27,1,1,27,27,28,1,4,28,28,17.88208623,2.311979167,57.25232639,17.88208623,17.88208623,1,1,1,10.03063272,0,551.6575926
SPARK-737,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,35,11.84269465,28,1,2,25,28,28,0,4,27,28,17.88208623,0,57.25232639,18.54429698,17.88208623,0.571428571,0.571428571,1,0.548888889,3,80.2078588
