name,degree,EffectiveSize,Constraint,effciency,hierarhcy,degreeCentrality,closeness,Eigenvector,informationCentrality,betweenCentrality,size,ties,pairs,density,twostepReach,ReachEffic,Broker,nBrock,EgoBetw,nEgoBetw,nWeakComp,pWeakComp,number_of-nodes,number_of_edges,density,inwardlink,outwardlink,inward_type,outward_type,inward_cross,outward_cross,number_alllink,number_alltype,number_allcross,priority,hasComment,length,averfixtime_priority,all_open,7days_open,30days_open,halfYear_open,oneYear_open,all_fix,7days_fix,30days_fix,halfYear_fix,OneYear_fix,avefixtime,avefixtime_7day,avefixtime_30day,avefixtime_halfYear,avefixtime_OneYear,overall_popularity,recent_popularity,relative_popularity,reporter_mean_fix_time,open_bug_reporter,time_diff
DERBY-4118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,247,17.71932209,21,6,12,21,21,17,3,10,17,17,16.73007966,20.06492284,21.06915278,16.73007966,16.73007966,0.666666667,0.666666667,1,1.968611111,1,22.66777778
DERBY-4119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,204,17.71932209,22,7,12,22,22,17,3,10,17,17,16.73007966,20.06492284,21.06915278,16.73007966,16.73007966,0.75,0.75,1,13.04652392,1,5.956412037
DERBY-4120,3,3,0.333333333,1,1,1,0.666666667,0.002814901,0,0.333333333,4,3,12,0.25,0,0,0,0,2,0.5,3,0.75,4,3,2.25,2,1,2,1,0,0,3,3,0,3,1,62,17.71932209,22,6,12,22,22,18,3,11,18,18,15.86272441,17.43420525,19.255383,15.86272441,15.86272441,0,0,0,0,0,474.1960417
DERBY-4121,1,1,1,1,1,1,0,0.001410436,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,0,1,0,1,0,0,1,1,0,2,1,100,3.521346451,23,7,13,23,23,18,3,11,18,18,15.86272441,17.43420525,19.255383,15.86272441,15.86272441,1,1,1,1.000231481,0,15.07369213
DERBY-4122,1,1,1,1,1,1,0,0.001410436,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,0,1,0,1,0,0,1,1,0,0,1,578,26.89449074,24,8,14,24,24,18,1,10,18,18,15.86272441,1.117685185,20.41228819,15.86272441,15.86272441,0,0,0,0,0,10.83858796
DERBY-4124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,55,17.71932209,25,9,15,25,25,18,1,10,18,18,15.86272441,1.117685185,20.41228819,15.86272441,15.86272441,0,0,0,0,0,226.3419907
DERBY-4125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,130,0,26,10,16,26,26,18,1,10,18,18,15.86272441,1.117685185,20.41228819,15.86272441,15.86272441,0.6,0.6,1,13.04652392,2,4.054178241
DERBY-4126,2,2,0.5,1,1,0.666666667,0.444444444,0.003448237,0,0.333333333,3,2,6,0.333333333,0,0,0,0,1,0.333333333,2,0.666666667,4,3,2.25,1,1,1,1,0,0,2,2,0,3,1,84,17.71932209,27,11,17,27,27,18,1,10,18,18,15.86272441,1.117685185,20.41228819,15.86272441,15.86272441,0,0,0,0,2,4.120162037
DERBY-4127,2,2,0.5,1,1,1,0.5,0.002441988,0,0.5,3,2,6,0.333333333,0,0,0,0,1,0.333333333,2,0.666666667,3,2,1.333333333,1,1,1,1,0,0,2,2,0,0,1,693,26.89449074,28,12,18,28,28,18,1,10,18,18,15.86272441,1.117685185,20.41228819,15.86272441,15.86272441,0,0,0,0,1,16.80634259
DERBY-4128,2,2,0.5,1,1,1,0.5,0.002441988,0,0.5,3,2,6,0.333333333,0,0,0,0,1,0.333333333,2,0.666666667,3,2,1.333333333,1,1,1,1,0,0,2,2,0,3,1,503,17.71932209,29,13,19,29,29,18,1,10,18,18,15.86272441,1.117685185,20.41228819,15.86272441,15.86272441,0,0,0,0,2,13.92033565
DERBY-4133,3,3,0.333333333,1,1,1,0.333333333,0.002364886,0,0.333333333,4,3,12,0.25,0,0,0,0,2,0.5,3,0.75,4,3,2.25,1,2,1,2,0,0,3,3,0,2,1,490,3.521346451,30,11,20,30,30,18,1,10,18,18,15.86272441,1.117685185,20.41228819,15.86272441,15.86272441,0.5,0.5,1,1.968611111,2,23.24668981
DERBY-4135,1,0,0,0,1,1,1,0.999999005,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,1,0,1,0,0,0,1,1,0,4,1,389,4.054178241,29,10,19,29,29,20,3,12,20,20,14.68516898,3.097341821,17.69143519,14.68516898,14.68516898,0,0,0,0,3,0.665625
DERBY-4137,4,4,0.25,1,1,0.8,0.45,0.003541414,0,0.3,5,4,20,0.2,0,0,0,0,4,0.8,4,0.8,6,5,4.166666667,2,2,1,2,0,0,4,3,0,3,1,346,16.13419271,28,8,18,28,28,22,5,14,22,22,13.6511553,3.1828125,15.63708995,13.6511553,13.6511553,0,0,0,0,1,805.9097917
DERBY-4140,1,1,1,1,1,1,0,0.001410436,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,0,1,0,1,0,0,1,1,0,3,1,80,15.6920738,28,6,17,28,28,23,5,15,23,23,13.43232991,4.682909722,15.16916204,13.43232991,13.43232991,0,0,0,0,0,34.24203704
DERBY-4141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,60,15.6920738,29,6,18,29,29,23,5,15,23,23,13.43232991,4.682909722,15.16916204,13.43232991,13.43232991,0.375,0.375,1,8.135192901,5,10.96538194
DERBY-4142,1,0,0,0,1,1,1,0.999999005,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,1,0,1,0,0,0,1,1,0,3,1,520,15.6920738,30,7,19,30,30,23,5,15,23,23,13.43232991,4.682909722,15.16916204,13.43232991,13.43232991,0,0,0,0,0,88.63349537
DERBY-4145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,40,15.6920738,31,5,19,31,31,23,5,14,23,23,13.43232991,4.682909722,15.62560681,13.43232991,13.43232991,0.428571429,0.428571429,1,19.16366898,4,1.4434375
DERBY-4146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,83,15.6920738,32,6,20,32,32,23,5,14,23,23,13.43232991,4.682909722,15.62560681,13.43232991,13.43232991,0.375,0.375,1,19.16366898,5,2.685729167
DERBY-4148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,271,3.521346451,32,7,20,32,32,24,6,15,24,24,13.32425733,5.708856096,15.30647222,13.32425733,13.32425733,0,0,0,0,1,2.956851852
DERBY-4151,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,359,16.17594136,32,8,20,32,32,25,7,16,25,25,13.76735463,8.379260913,15.87492332,13.76735463,13.76735463,0,0,0,0,2,208.5673264
DERBY-4154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,49,14.76480556,31,5,19,31,31,27,4,17,27,27,12.90048268,9.842361111,13.97833129,12.90048268,12.90048268,0.444444444,0.444444444,1,12.20181713,5,76.95625
DERBY-4155,4,4,0.25,1,1,0.571428571,0.257142857,7.94E-06,0,0.285714286,5,4,20,0.2,1,0.2,0,0,3,0.6,4,0.8,8,7,6.125,1,3,1,2,0,0,4,3,0,2,1,9,3.380222801,31,4,19,31,31,28,5,18,28,28,12.54535301,8.465259259,13.36602688,12.54535301,12.54535301,0.4,0.4,1,12.20181713,6,456.1557986
DERBY-4160,1,0,0,0,1,1,1,0.999999005,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,1,0,1,0,0,0,1,1,0,3,1,222,14.55371949,28,2,15,28,28,32,6,21,32,32,12.75111364,10.40138889,13.45252811,12.75111364,12.75111364,0,0,0,0,0,1784.847465
DERBY-4169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,710,5.718916667,28,1,14,28,28,33,5,19,33,33,13.05161862,15.88670602,10.86772783,13.05161862,13.05161862,0.6,0.6,1,8.868333333,2,3.018078704
DERBY-4171,1,1,1,1,1,1,0,0.001410436,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,0,1,0,1,0,0,1,1,0,3,1,121,14.90650463,29,2,12,29,29,33,3,16,33,33,13.05161862,16.81316744,9.143253762,13.05161862,13.05161862,0.555555556,0.555555556,1,12.32403472,4,58.98284722
DERBY-4175,2,2,0.5,1,1,1,0,0.001451963,0,0,3,2,6,0.333333333,0,0,0,0,0,0,2,0.666666667,3,2,1.333333333,0,2,0,1,0,0,2,1,0,2,1,378,5.268777006,29,2,12,29,29,34,2,17,34,34,12.7565145,12.84292824,8.782949346,12.7565145,12.7565145,0,0,0,0,1,7.034872685
DERBY-4179,2,2,0.5,1,1,1,0.5,0.002441988,0,0.5,3,2,6,0.333333333,0,0,0,0,1,0.333333333,2,0.666666667,3,2,1.333333333,1,1,1,1,0,0,2,2,0,3,1,80,14.90650463,29,2,12,29,29,35,3,18,35,35,13.44902877,20.89345679,10.35025849,13.44902877,13.44902877,0.454545455,0.454545455,1,11.95453009,6,380.3584259
DERBY-4182,2,2,0.5,1,1,1,0.5,0.002441988,0,0.5,3,2,6,0.333333333,0,0,0,0,1,0.333333333,2,0.666666667,3,2,1.333333333,1,1,1,1,0,0,2,2,0,3,1,462,14.90650463,30,3,13,30,30,35,3,18,35,35,13.44902877,20.89345679,10.35025849,13.44902877,13.44902877,0.416666667,0.416666667,1,11.95453009,7,34.0175
